titles,category
최정 이적이면 강민호 이적 충격 뛰어 넘나요  ,SSG
박민호선수 은퇴는 아닌가보네요,SSG
박건우      드릴테니 이건욱 주실 수 있나요 ,SSG
최정 비다년    계약은 언제 오피셜 나오는지 답답한 상황,SSG
최상민 미스터리,SSG
최경모는 염경엽 감독이 탐낼것 같은데,SSG
만루변태 고효준 낭만 삼진 모음    ,SSG
이건욱이 생존했군요,SSG
전경원 방출이니  군포수도 재편하는군요,SSG
다음은 이건욱 안상현이고 최상민은 그 다음이죠,SSG
    방출명단,SSG
최상민은 도대체 어떻게 남아있는거임  ,SSG
고효준은 관리하면서 쓰면 더 할수있을듯  ,SSG
이건욱 안상현도 이제 얼마 안 남은 듯,SSG
고효준은 은퇴일듯 하고 박민호도 은퇴한다고 하니까,SSG
고효준 방출,SSG
방출자    ,SSG
쓱 경기장에 관해 혹시 하는 이야기지만  ,SSG
한화팬들 도둑놈심보,SSG
최정은        억에 잡을듯 싶네요,SSG
제가 최정이라면 솔직히 떠날것 같진 않습니다 ,SSG
전설로 남은 시구,SSG
      시절 포함  투수 통산     순위    ,SSG
최정        차 계약 했을때 반응이나 분위기는 어땠나요 ,SSG
최정    와  년    억 계약예상,SSG
김민식이 리코였다면     대박 ,SSG
최정 이적한다는 말이 나오는게 웃기네요,SSG
청라돔  만  천석 규모 좀 아쉽지 않나여  ,SSG
근데 최정 계약하면 먹튀 되는거 아닌가요 ,SSG
오늘의 퓨쳐스,SSG
류선규가 싸지른똥이 크네요 그냥 장기계약 전부실패했으니,SSG
윤세호도 적당히 해야지,SSG
    최정 까지 뺏기면 문제있는거 아님   ,SSG
    입장에선 최정에,SSG
타팀에서 최정 노린다면 두가지는 해결해야죠,SSG
쓱은 지금 가불기 걸린거 같은데  달라는대로 줄수밖에 없음,SSG
여자 연예인 시구 레전드,SSG
최정   ,SSG
   가 최정 돈 많이 주긴 어려울껄요 ,SSG
최정에 대해서 핀트못잡는분들 많네요,SSG
최정이 다른팀을 간다  이건 이대호가 한화가는 소리,SSG
최정  루 수비 현실적으로 언제까지 가능할까요,SSG
일단 최정건은 릴렉스하고 지켜보는게 어떨까요 ,SSG
우리 팀 노장들 말년이 다들 처참하군요,SSG
최정은 잡을겁니다   ,SSG
    멸공선생님 올해 문학 안오셨나요 ,SSG
     작년 김강민건으로 그렇게 홍역 치뤄놓고,SSG
최정 우승 가능한 팀으로 이적했으면 좋겠네요,SSG
최정 김광현은 놓치면 진짜 야구를 안 볼거같아요,SSG
신인계약  방출명단 아무것도 안뜬거 맞죠    ,SSG
지금 팀내 코치진 자팀 출신은 조동화뿐인가요 ,SSG
이팀이 페이롤 여유가 없어보이진않는데,SSG
최정한테 얼마주면 망한다는말 참기가막히네,SSG
수코 투코 타코는 누가 좋을까요 ,SSG
이숭용 경질 안할거면,SSG
감독 자진사퇴 하면 연봉 안줘도 되나요  ,SSG
차기 감독으로 누가 왔으면 하나요 ,SSG
최정이나 신인계약소식은 아무리빨라도 코시끝나고 나오겠죠  ,SSG
엘리아스 말인데요 ,SSG
로하스 타격 때 김광현은 나쁜 선택은 아니었네요 ,SSG
이왕  등한거 내년  순위에 대박픽 했으면 좋겠네요,SSG
내가 최정이면 이만큼 금액 차이나면 떠난다 ,SSG
타브가 워낙 임팩트있어서 그런가,SSG
최정 계약 걱정 안합니다,SSG
김원형과 이숭용 차이점    ,SSG
나뒤송 부르는 요즘과 달리 과거엔 분위기 훨씬 훈훈했죠,SSG
  의 왕조를 이끌었던 류윤김 트리오,SSG
다시보는 김원형 감독 경질 타이밍,SSG
윌머 폰트는 요즘 뭐하나요      ,SSG
자려고 하다가 문득 생각나는 추억,SSG
순수 팬심으로는 최정은 그냥 최대한 금액 잘 받았으면하네요,SSG
프런트에 크게 바라는건 없고요,SSG
생각해보면 김성근도 그렇게 혹사는 아니었죠 ,SSG
두산 투마카세보면서 부러웠던 점,SSG
솔직히 이팀은 감독보다 중요한게,SSG
타팀에서 최정   관심 없는건 감사한데,SSG
     위팀이 코시 진출하면  등 되는건가요 ,SSG
이숭용 안짤리면 무서운 이유가,SSG
내년에 이숭용은,SSG
아까 댓글 담긴거 보고 다시 남김니다 ,SSG
이승엽도 인터뷰 하는데 이숭용은 왜안하나요,SSG
김광현 비판하는 분들에게 한마디,SSG
감독이 전력이상은 못하지만 전력이하는 만들수 있습니다,SSG
내년 시즌 쓱은 감독이 어떻게 하느냐에 따라 달라질 듯 합니다 ,SSG
최정 계약규모가 김광현 금액,SSG
오늘 두산 떨어진게 얼마전 쓱 떨어진거 보다 더 놀랍네요 ,SSG
현 시각     표정,SSG
이숭용도 이숭용인데 김광현 잘못이 더 크지요,SSG
김원형과 이숭용의 큰 차이,SSG
금토   와의 퓨쳐스 최종전 중계 있습니다,SSG
진짜 너무너무 억울해 미치겠네요,SSG
   억 먹보들 생각하면 최정도 고민스럽긴 할듯,SSG
왜  자가 이승엽 이숭용 왜까는지 모르겠다는분들 응원팀감독으로 저두분 데려가보시길,SSG
야만없인데    도 노경은 조병현으로 갔으면 ,SSG
김강민은 아쉬운게 작년에 은퇴를 했어야,SSG
근데 쓱팬 버막 한거 날조에요  사람들 왜 날조에 속는거지 ,SSG
근데 문승원 키움전 타브 와카 경기 기간동안 못나오는 부상맞나요 ,SSG
이숭용은 두산응원했을까요 크트응원했을까요,SSG
두산입장에서는 쓱이 수월했을텐데,SSG
오늘의 퓨쳐스,SSG
조병현 안쓴게    ,SSG
 두산  쓱    두산 누가 최악으로 졌나요,SSG
    년 치욕이 조금이나마 위안이   ,SSG
 두산    듀오 나란히 탈락      ,SSG
아 마무리들 잘던지는거보니까   ,SSG
아 마무리들 잘던지는거보니까   ,SSG
이럴때 홈런친게 최정이었는데,SSG
김택연 박영현 보면     조병현 아쉽네요,SSG
이팀이 우울한거   김택연 나올땐  차지명이 없어지고,SSG
두     둘다 문제 많지만   ,SSG
이승엽 부럽네요,SSG
최정 선수 썰이네요,SSG
로하스때 조병현을 냈으면   ,SSG
숭용아 봐라    투수 왜 아끼냐   ,SSG
가장 위기 상황에 이승엽은 김택연,SSG
최정 등급이 뭐임 ,SSG
오원석은 올해 끝나면 입대 하나요  ,SSG
당췌 이해가 안갑니다,SSG
팀내   생각하면 단장 역할이 크네요,SSG
앤더슨 한국생활 마음에 들어한다니 다행이네요,SSG
경질은 가능성이 어느정도 될까요,SSG
이숭용 버막충격 안먹을게 인천 도원구장출신임,SSG
우리 원석이도 한국시리즈 차전 잘던지고 정말 다음해에,SSG
벤자민 오늘 제구긁히는날이네요  ,SSG
최정이야기가 슬슬 나오는데,SSG
크보심판들 진짜 자질이없음       ,SSG
송구방향이 너무이상했는데    ,SSG
    마지막 경기는 진짜 넘 아쉽네요,SSG
  가 최정에게 돈 안줬다기엔 줄만큼 잘준거 아닌가요 ,SSG
만약에 최정 떠난다면 질문,SSG
이 팀 프런트들 전부 물갈이 해야되는 이유,SSG
최정 이적하면 삼민호 넘어서나요 ,SSG
비   다년계약은 모 아니면 도 네요,SSG
최정 입장에선    무조건 나오고싶죠,SSG
예전엔 최정 얘기만 나오면,SSG
한유섬 보면    시절 이호준 따라가는 모양새 같아 걱정입니다 ,SSG
최정 썰인건가요 ,SSG
최정 지난  년간 통산  위 기록,SSG
   는 비    다년계약 때문에 말이 많습니다 ,SSG
최정 계약 얘기를 보니 신세계백화점 인천터미널점 사례가 오버랩되네요,SSG
최정의 이번  차   는 이전과 달리 자체 디스카운트도 없습니다,SSG
최정은 다년계약 안한거부터 이미 충격 아닌가요 ,SSG
청라돔에 돈을 그렇게꼴아박았는데   ,SSG
최정 다른 구장가면,SSG
최정 계약을 생각하며    ,SSG
근데 아무리봐도,SSG
인천 사람들 옷 전수 조사하면  가장 많은 옷이 최정 유니폼이겠죠 ,SSG
최정은 무조건 잡을껄요  ,SSG
최정 잡을 돈도 감독 세명 연봉줄 돈도 없으면,SSG
추신수 작년 우르크가    군요   ,SSG
최정 나이가 너무 많은데요,SSG
최정은 소속사가 언플하는게 아닐까요,SSG
그냥 돈 없으면 구단 다시 매각 하시던지   ,SSG
그냥 최정 상황 정리하면 딱 이거일듯,SSG
돈이 부족한데 청라돔에 쳐박을돈은 존재하는건가   ,SSG
박경완 은퇴식날 한화감독이였던 김응룡이 한말 생각나네요,SSG
용진아 돈 없어 ,SSG
투지가 불타오르는 엘리아스,SSG
 최정 랜더스  한 달 내로 결정  아직 실질적인 협상 없다      시장 나오면 아무도 장담 못 한다    포커스 ,SSG
아직도 신인계약도 최정 계약이야기도 없고     ,SSG
우왕좌왕 갈팡질팡 하다 흘러가버린 시즌이었네요,SSG
진짜 김강민 다음시즌이라도 은퇴식 안할까요   ,SSG
근데 왠지 이강철이 슼감독이면 어제지고나서,SSG
내년에 은퇴식이 두 명이네요,SSG
양준혁이 은퇴전에   로 갈수도있었죠,SSG
저는 김강민 작년 그 사태 때 은퇴할줄 알았음,SSG
오늘 경기를 보니깐 어제의 패배가 못한게 아님을 느끼네요 ,SSG
신세계 돈없어서 감독 경질 못하는다는거 진짜 어이가없네요  ,SSG
엘리 재계약하겠죠 ,SSG
근데 아무리생각해도 원탑은 이숭용입니다,SSG
무도    ,SSG
    스포츠 뉴스에 진출한    나가,SSG
최정은 크트가 사야될듯    ,SSG
우리 생각보다 잘한건가요   ,SSG
공 하나를 왜 뺴나요   ,SSG
최원준 바꿔야죠,SSG
박지환 만덕초이 닮은건,SSG
아 이래서 투마카세라고 하는거구나,SSG
결국 김강민은 작년 현역 은퇴가 맞았던 거네요,SSG
발라조빅 공 개지리네요,SSG
김강민 한화 갈 때 한게 분위기 어땠나요 ,SSG
백호 사자 걍 무섭다 얘는,SSG
가을야구는 분위기가 넘사네요,SSG
우리가 크트자리에 있었으면 재밌었을텐데 말이죠,SSG
저거 정수빈 전매특허인데    ,SSG
이정도면 명예로운 패배로   ,SSG
김광현이 못한게 아니었  ,SSG
와 타팀이지만 너무 충격적으로 무너지는데,SSG
강백호 포스 지리는데  ,SSG
문박섬 망한게 최정에 영향이 있었을까요,SSG
개인적으로 최정  년계약하면 바라는 성적,SSG
방황    사람의 마음    김강민의 마음,SSG
최정    억 스타트는 아닐듯,SSG
선수가 이렇게까지 나오는데 계약 안된것도 레전드,SSG
최정  년    억 이상 부르면 놓아줘야죠,SSG
최정 에이전트가 쓱 프런트 상대로 가불기 쓴거죠   ,SSG
이 팀 프런트 지금 뭐하나요 ,SSG
오늘의 퓨쳐스,SSG
   은 큰 그림 그려야죠,SSG
근데 최정은 어떻게 나이먹을수록 더 잘하나요  ,SSG
저는 최정 잔류 걱정 안합니다,SSG
최정 얼마를 불러도 잡아야죠,SSG
최정  년    억 썰 뭐임 ,SSG
형들 최정    억 주면 이적 가능 ,SSG
해준게 얼만데라는 이유로 연봉 퍼줘도 되는 선수,SSG
최정의 적정 계약 규모  우리팀 팬들은 객관적인 판단이 되실까요 ,SSG
    입장에서는 추신수 국내 왔던거 괜찮지 않나요 ,SSG
김강민은 명예를 한화는 생돈을    는 팬을 잃었죠,SSG
그러고보니 우리 아직 신인선수들 계약 안했죠 ,SSG
최정  년    억 원하면,SSG
이제 이숭용 욕히지 맙시다,SSG
 한화  문학이나 이글스파크는 이제 어떤용도로 쓰이나요 ,SSG
뭐라도 팬들 기분 좋게 할만한 소식 나왔으면 좋겠네요,SSG
한경기도 안던진 투수한테    만달러 지른팀이 감독 연봉이 아깝진않겟져,SSG
 최정이 먼저 시즌초 비    다년계약 얘기했는데 프런트 답변     전반기 끝나고 프런트 이팀은 최정이라 생각 잡아야겠다고 생각    추석 연휴전 얘기하고 최정 프런트 만나고  강경쟁후 얘기 마저하기로함    이제 본격적 협상들어갈 예정  최정은 잔류원함 야구부장 피셜 이제 본격적 협상들어갈 예정 얼마 걸릴까요 ,SSG
저기 랜팬형들 형들 감독 경질 시키면 연봉때문에 힘들다고 하는데   ,SSG
내가 이숭용이었음 김광현에게 이렇게 말했을겁니다,SSG
적어도 이번 시즌만큼은 이숭용 깔 거 없지 않나요 ,SSG
아마 이숭용 일단 내년시즌 시작까진 같이할거같습니다,SSG
이숭용 감독도 어찌보면 방패막이죠,SSG
내년에 추신수 김강민 동반 은퇴식 어떨지,SSG
김강민 선수 은퇴식만이라도 잘 챙겨주길 바랍니다 ,SSG
우리팀 프런트가 정말 한심하지만 적어도 김강민 건으로는 욕먹을게 없어 보이죠,SSG
우리는 김강민 보호명단에 못넣은거부터 꼬인듯요,SSG
그동안 감사했습니다 짐승  ,SSG
김강민 선수 만약 은퇴식 한다면 인천에서 할듯요,SSG
어제 경기로 팀 단장  도 느끼는게 있지 않았을까요  ,SSG
김강민 선수도 은퇴하시는 군요   ,SSG
아쉬움은 남아도 후회 없는 은퇴였으면 좋겠습니다 ,SSG
고생하셨습니다 강민이형,SSG
작년에 김강민이 딜을 했을면 어땠을까요 ,SSG
김강민은 니퍼트 처럼 은퇴식 하겠네요,SSG
김강민은 작년에 은퇴했으면 부와명예 다 가졌을텐데 안타깝네요,SSG
    이해해주는 팀 팬들은,SSG
근데 시즌 막경기도 숭용패 엔딩난게 너무 웃기네요   ,SSG
그간 타팀 감독 문제 있을때 모른척한게 죄송하네요,SSG
김재현은 바지단장인가,SSG
올해 로하스가 쓱 상대로 너무 못치긴했음,SSG
혜성처럼 등장했던 파이어볼러    ,SSG
쓱 팀   보다 실제 성적 높은건 팀컬러로 자리잡았죠,SSG
같은  위라도 평가가 다른건 팬들이  년내내 보고느낀게 많아서죠,SSG
분탕 어그로와 타팀팬들의 이숭용 올려치기가 더 심해졌네요,SSG
이번 시즌 순위로 이숭용 감독을 평가하면 안됩니다 ,SSG
이숭용 지금쯤,SSG
쓱팬분들 이제 야구 안보시죠 ,SSG
이숭용이 단순히 포시 못 갔다고 욕 먹는게 아니잖아요,SSG
리빌딩은 이숭용이 하겠다고 했던거였어요 ,SSG
인천 사람들 현대 하면 이를 갈 듯       ,SSG
근데 확실히 감독은 그자리에 앉혀야 어떤 사람인지 들어나는거 같아요,SSG
김광현도 잘못 크다고 생각합니다,SSG
김원형 내치고 이숭용  위도 진짜  ,SSG
상무 전영준 호투중,SSG
생각해보니 이숭늉이 잘못했네요,SSG
김원형때  위하고  바꾼 이숭용때  위한건   ,SSG
김원형은 왜 경질된건가요 ,SSG
  포함 최고의 감독은 누구인가요  ,SSG
     시즌     팀 및 선수별 기록 정리와 주관적인 총평,SSG
격전지 유격수 골든글러브 유력후보 박성한 박찬호,SSG
감독경질시 연봉 명 지급문제 해결법,SSG
쓱의 문제는 결국 습자지같은 불펜 뎁스,SSG
자팀 감독 비난하는데 훈수놓는 타팀팬들,SSG
숭늉감독 경질  유임 배팅하라면 유임이겠죠  ,SSG
최정은 무조건   시장에 나오긴하겠는데요 ,SSG
 루수 골글 최정 가능성도 있지 않나요 ,SSG
그냥 대놓고 실패한 시즌인데,SSG
힐만 감독이 그립습니다,SSG
확실히 느낀건,SSG
이숭용은 잘린다고 봅니다 ,SSG
저는 진심  회말 대타 하재훈 예상했음,SSG
죄없는 자 이숭늉에 돌을 던져라,SSG
뉴탯티즈     는 안살려놓나요,SSG
최정     는 무려   이 수정됐네요,SSG
감독 코치 책임 맞죠,SSG
         시즌 팀별 상대전적,SSG
김광현 등판도 그렇지만 추신수 대타가 더 문제아닌지,SSG
최정   시즌 우르크    으로 복귀,SSG
뉴탯티즈 왜 이렇죠    ,SSG
제가 최정이면   월은 가만히 전화만 받을거 같습니다,SSG
이숭용은 우리팀이랑 할때만 잘하는거였나 보네요,SSG
당장 지네팀 감독 이숭용이라면 거품 물거면서   ,SSG
시간 지나니 염도 세탁이 되는구나,SSG
감독 세명 연봉 아깝다고 생각할 때가 아닙니다 ,SSG
어제 묻혔지만 오태곤도루하는거보고 경악,SSG
어제 상황 수습했으면 어땠을까 합니다 ,SSG
왜 팬들은 감독과 김광현을 욕할까,SSG
최정 재계약    이숭용 경질 중 지금 당장 볼 수 있다면 ,SSG
어제 조병현을 써보지도 못하고 경기 내준게 참 아쉬운 듯,SSG
이숭용 욕할 거 없는 팀 성적이죠,SSG
추신수 어제 상황 직장인 입장이라면 ,SSG
김광현 욕하면 안됨,SSG
프런트는 하루빨리 결딘해서 기사내야죠,SSG
 위가 최악이죠,SSG
최정 이적하면 삼민호 넘겠죠 ,SSG
로하스 인터뷰인데 김광현 나올거 경기전에 알고있었네요,SSG
최정  년    억은 넘을까요 ,SSG
뭐니볼 이혜진 정세영기자 내용 간단 정리,SSG
이팀을 망치는 사람은 이숭용보다는,SSG
구단이해야할일,SSG
커쇼와 김광현,SSG
레전드를 엿먹이는 비겁한 변명,SSG
꼭 퍼포먼스 좋은 외인을 일찍 내려서 사단이남,SSG
엘리아스 부상 복귀 후 활약보면 재계약 해야한다 말아야한다,SSG
뭐니볼에서는 이숭용으로 계속 간다고 말하던데,SSG
어제 이숭용 나가 함성소리  링크 ,SSG
날씨가 추워졌군요,SSG
이번시즌 결과에대한 책임소재는 분명하게 물어야지요,SSG
거기서 왜 김광현을 넣는지 이해불가 조병현인가 있는데 김원형은우승하고 위하고도,SSG
그래도 긍정적인 부분이 있네요,SSG
추신수 은퇴식 내년시즌 개막전때 하나요  롯데팬이지만 보고싶네요,SSG
버막이든 아니든 항의 과정에서 선넘은 부분은 확실히 있었죠 ,SSG
쓱팬들 보시면 눈물나는 사진    ,SSG
김광현 내년에는 폼 회복 가능할까요 ,SSG
다떠나 가장 큰 실수,SSG
김광현 최정 모두 영결이겠죠 ,SSG
김광현 자원등판 뭐 어쩌라고라는 말밖에 안나오죠 이숭용 책임이랑 무관한 소리일뿐,SSG
김광현 대신 노경은이 조금 더 던지고 조병현을 땡기는건 무리였을까요 ,SSG
    프런트 김광현 자진 등판 언플한건 좀 그렇네요,SSG
다 됐고 조병현만 장지훈 꼴 안나길 빕니다,SSG
아무튼 우리팬분들 수고 많으셨습니다,SSG
직관했는데 버막    여기와서 첨 듣네요,SSG
뭐만 하면 다 결과론 결과론 웃깁니다,SSG
개인적으로 추신수한테 아쉬운점,SSG
생각할수록 열받네요,SSG
솔직히 좀 후련합니다 이젠,SSG
올해 바라는 것  가지,SSG
 경기 최정의  홈런모음    ,SSG
새삼 윤석민 진짜 대단하네요,SSG
     헛소리 찍찍하더니 쪽지로 하는말이,SSG
다른 건 다 그렇다치고    이숭용 감독은 아직 선수단 장악 못한 듯 합니다 ,SSG
걍 엘리아스 내린게 이해가안됨  ,SSG
최정만 잡으면,SSG
이숭용 욕 하지마세요,SSG
별개로 올해 포시가 조금 길었으면,SSG
김광현  번의 코시 헹가래 등판도 클린치 상황이 아니였음    ,SSG
김광현 불펜등판이라는 생각자체를 앞으로 지워야할듯,SSG
최정이 치고 김광현이 불지른다  ,SSG
다른건 다 그렇다치고 최정한테 너무 미안요   ,SSG
버스고 나발이고 막을수도 있죠,SSG
최정이 묻혔네요,SSG
김광현 근데 내일 와카 차전 선발예정 아니었나요 ,SSG
언플에 속지 맙시다,SSG
문득 그런 생각은 드네요  추신수가 자진해서 교체했어야 하지 않을까 ,SSG
엘리아스   구에 내린 것도 이해가 안됨,SSG
그냥 리빌딩이고 뭐고,SSG
김광현탓으로 몰아가는 구단언플도 참추접하긴하네요,SSG
근데 김광현 탓으로 돌리는 기사 뜬건 정말 별로네요,SSG
어짜피 탈락했으니    에게 바라는거,SSG
현장에 있었는데 버스는 안 막았던것 같습니다,SSG
로하스 홈런 때리자마자 그냥 허탈함  ,SSG
오늘 경기로 이제 김광현은 팬들도 본인도 놔줘야죠,SSG
오늘 하늘은 진짜 예뻤습니다,SSG
저희가 버스를 막았나요  ,SSG
쓱 현장 팬들 버막한 게 아니라네요,SSG
다음시즌은 우승 하는 해가 됩시다,SSG
  시즌 연봉       ,SSG
추신수 말고 대타 누구나왔어야 하나여 ,SSG
최정 정규 포시 통산 홈런,SSG
추신수대타는 김광현 홈런맞는거 보고 이숭용이 빡쳐서 그냥 던져버린듯요,SSG
양  김 논란 이제 오늘부로 양이 이긴거죠 ,SSG
김광현과 최정,SSG
김광현은 그렇다 치고 추신수는 왜 대타 나간다 했을까요 ,SSG
엘리 투지로 던지는중에,SSG
김광현 나온거 감독 대신 김광현 탓하려해도,SSG
그냥 로하스한테 진거 아닙니까 ,SSG
문승원 정상이였으면 김광현이 나올일도없었죠 뭐,SSG
어차피 명장놀이 할 생각이었으면,SSG
거절했는데 또 내보내달라고 떼써서 이 사단만든 김광현은 뭐임 ,SSG
내년시즌은 오원석이 선발에서 빠졌음좋겟네요,SSG
버스 막은적도 없는데 왜이렇게 미개하다고 욕먹는거임 ,SSG
근데 우리팀 선발진도 참 큰일이네요,SSG
최정 홈런이후로도 생각했지만,SSG
      이숭용은  랜더스의    이래요    이래요  ,SSG
감독 경질은 힘들거같은데,SSG
퓰리처상 받은 작가 사진보다 더 극적인 오늘의 포토,SSG
명백하게 이숭용 잘못인 장면은 이거라고 봅니다,SSG
제일 착잡한건 김광현일거에요,SSG
이 모든게 감독을 거지같은 걸로 뽑아서 벌어진 일,SSG
로하스 걸렀어야됐다는 사람들은 뭐임  ,SSG
제일 어이없는 소리가,SSG
감독도 당근거래가 되나보네요  ,SSG
틱톡 보다가 짜증나는 댓글 봄,SSG
아니 왜들 김광현을 괴물로 못 만들어서 안달이죠 ,SSG
올시즌은 출발부터 안좋았습니다,SSG
최대한 김광현 입장에서 뇌피셜돌려보면,SSG
솔직히 조병현 내색은안하겠지만 지금 짜증많이나겠죠 ,SSG
오늘 직관갔는데 김광현이 잘못한거 맞아요,SSG
김광현 아니면 누구 순서죠 ,SSG
   팬님들 질문요 김재현 단장 평가는 어때요 ,SSG
자원등판이 원래는 혹사쉴드 논리로 제일많이 쓰이는데 감독들이 욕을 안먹나요,SSG
김광현 안내고 졌을시    팬들 반응,SSG
솔직히 불난집에 기름 붓는것 같은데 ,SSG
근데 추신수 타석은,SSG
김형민 작가가 말하는 프런트 언플이 헛소리인 이유,SSG
김광현은 제발 현실을 좀 봤으면 좋겠네요,SSG
김광현 자원등판 여부는 진짜 궁금하지도 중요하지도 않죠 그냥 물타기임,SSG
오늘은 진짜 너무 화가 나네요,SSG
김광현은     년을 재현하고 싶었던듯,SSG
최정 꼭 잡아야 하는지,SSG
김광현 자원등판 기사는 초점 흐리기죠,SSG
말하기 좀 그런데 김광현이 아니라 아예 조병현 냈음 ,SSG
근데 얘들은 김원형 왜 짤랏냐  ,SSG
내년에 포시 갈지 못갈지는 모르겠지만 엘리아스는,SSG
팀최초 타격왕 배출 최고령 홀드왕 이팀 타이틀  개나탔어요,SSG
웬만해선 내가 해도 저 감독보단 잘하겠다는 말을 안하는데,SSG
추신수가 잘못한겁니다,SSG
엘리아스도 빅게임 피처네요  작년 준플 차전도 잘던지지않앗나요 ,SSG
감독같지도않은 인간빼면 오늘 최정활약이 묻힌게 안타까움,SSG
내년 개막전 꼭 이깁시다,SSG
사흘전    구 던진 선발이라도 자원등판할 수는 있죠,SSG
이숭용 감독 아주 맘에듭니다 ,SSG
김광현 자원등판은 구라기사는아닌것같긴한데 아쉽긴하네요,SSG
허무하게 끝난 한국 타자     의 은퇴 타석     ,SSG
다 이긴 경기 감독의 판단미스 두개로 내준거 같네요,SSG
마무리가 너무 슬프네요  ,SSG
한가지 확실한 건,SSG
감독 교체 가능성있나요 ,SSG
이 팀이 두산 피하는건 전문이네요,SSG
오늘자 쓱팬들 ,SSG
야구판 무섭긴 무섭네요  그래도 한평생 몸 바친 에이스인데,SSG
김재현단장 민경삼 사장 만약 이런분위기에 최정놓친다 ,SSG
이승용도 이승용인데 김광현 오늘 마운드 오르기전에,SSG
프런트 언플 성공했네    신난 사람들 많네,SSG
탈락해서 아쉽지만 잘된걸수도,SSG
광현이형 이제 진짜 스스로도   ,SSG
팬들 연령이 젊어지긴 했네요,SSG
김광현  회 조병현  회 플랜짜고 투입한건데,SSG
김광현은 이때 뽕맛을 못 잊은듯   ,SSG
버스 설마 아직못나갔나요 ,SSG
조병현을 놔두고 김광현은   좀  그렇긴하죠,SSG
참나 이숭용 욕하는 사람들 직접 감독해보세요 ,SSG
저런 감독실드기사를 올라더라도,SSG
숭감이 뭔죄냐 ,SSG
역전패 했다고 들었는데   년 이면 저 버스 불나는거임 ,SSG
김광현이 불펜 등판 이해되는 상황은,SSG
추신수 대타는 추신수도 잘못있긴하죠  속으시면 안됩니다 는 무슨,SSG
가슴이 아프다,SSG
인천야구의 상징은 누구인가요 ,SSG
최정 이석증때문에 고생하는중에 꾸역꾸역 수비시켰었죠 올시즌   ,SSG
   전력이 쎄다곤 생각 안했어요,SSG
버스막기 당한 버스기사만 불쌍하네요,SSG
충격적인 이숭용 감독 샤라웃      ,SSG
솔칙히  월달 선수들 너무 잘해줘서 고맙네요,SSG
추신수는 최근 한 달간 타격 훈련을 거의 소화하지 못했다 ,SSG
중계하던 순페이 개빡침  ,SSG
수고하셨습니다,SSG
수원상황 좀웃기네요     ,SSG
 감독님  속으시면 안됩니다 ,SSG
해설시절부터 김광현 최정 안좋아하기로 유명한분이시죠   ,SSG
이야 프런트가 선수 내모는 선동질 효과가 바로 나네요,SSG
핀트는 김광현 잘못이 더 크다가 문제가 아님,SSG
상식적으로 눈치있는 사람이 이숭용 감독 나갈 상황 맞냐고 안 물어봅니다 ,SSG
이제 슬슬 최정마저 놓치면 무슨 일 벌어질지 보이네요,SSG
근데 이숭용 언론플레이도 정말 못하네여,SSG
프런트 홍보팀 열일하네요,SSG
의도가 실드여도 없는 사실로 기사를 쓰진않겠죠,SSG
감독 나가라고 할만한 상황인가요 ,SSG
지금 자원등판 기사 나오는 이유,SSG
쓱갤보니까 원래 이숭용엘지  군감독썰돌았더군요,SSG
고심끝에 허락 이 워딩이 너무 실드 기사긴함     ,SSG
허겁지겁 이숭용 쉴드기사부터 내는 프런트가 진짜   ,SSG
차분히 복기해보는 오늘 아쉬운점들,SSG
진짜 단 한번도 결과에 대해 책임을 안지네요,SSG
아니   김광현자진등판기사가 지금 나올타이밍인가,SSG
이래서 최정 나가거나 하면 아마 팬들은 가만히 안있겠죠 ,SSG
만약 김광현 선수가 자원등판 했다고 쳐도,SSG
작년 이숭용 말고 루머돌던게,SSG
야구부장 말이 사실이면,SSG
랜더스 형들 뭔일 있었음  경기에서,SSG
추신수 대타로 나온것도 어이없어요,SSG
김광현 투입    추신수 대타  뭐가 더 폐급행동인가요 ,SSG
김광현 자원등판 이것도 어케알고 바로 기사가 뜨는건가요 ,SSG
김광현 자원등판 거절할 수 있는 감독 몇이나 될까요 ,SSG
제가 이숭용이었다면,SSG
김광현 자원등핀기사,SSG
김광현은 그나마  월 좋았던 기분도 다날렷네요,SSG
여지없이 기사로 책임회피하기    ,SSG
솔직히 김광현 이전에  ,SSG
자꾸 자원등판 얘길 하는데,SSG
이잰 쓱버지 아니고 쓱팔수 같네요,SSG
김 자원등판 팬들은 다 알고 있죠,SSG
문승원은 뭐  일정도 제외 기사있지않았나요,SSG
추신수 선수 마지막에,SSG
김광현 자원등판은 너무 결과론 아닌가요,SSG
어그로 끌어서 죄송합니다,SSG
김광현 자원등판 이었군요         ,SSG
뻘짓에 추신수도 이상한 그림이네요,SSG
만약 대타 추신수 대신   이 분이었다면 ,SSG
현재     팬분들의 심정은,SSG
    팬들 성깔 장난 아니네요,SSG
야구부장 라이브 최정    관련 정리,SSG
김광현급 선수의 간청이면 감독이 거절하기 어렵지 않나요 ,SSG
추신수도 어제 깔끔하게 마지막타석 나오고 울면서 인사했는디     ,SSG
쓱 감독   ,SSG
포스트시즌이 아니라서 패장 인터뷰도 없고,SSG
추신수 굿바이,SSG
솔직히 버막하고 시위하는거 보기 좋네요  옛날 생각도 나고   ,SSG
김광현은 자원등판이었네요    ,SSG
쓱팬 입장에서 김광현 등판은 이해할 여지라도 있어요,SSG
