Title,Category
전민재 도루 은근 못하노 ,LOTTE
걍 둘이 플래툰 돌리겠지    ,LOTTE
어차피 지금 당장은 전민재나 박승욱이나 거기서 거기임,LOTTE
   조상우    성적,LOTTE
이건   선씨게 넘었네,LOTTE
박승욱 곰보는    왜캐 빨리냐   전민재가 닥 주전이지,LOTTE
홍  홍꼴쥐는 하나니까 내년에는 니네가 우승했으면 좋겠노,LOTTE
 년만에 부산간다      ,LOTTE
근데 터커 공    지저분한데  ,LOTTE
서튼 허문회 누가 더잘했냐,LOTTE
김원중 인터뷰,LOTTE
홍어 개이득봤네  라 라에 퐈되면 보상선수까지,LOTTE
조상우 영입해서 박찬호  등급 됐는데  등급이면 무조건  참전이냐 ,LOTTE
내년에 몇위해야 평타침 ,LOTTE
성빈이 얼라들한테 인기 많네   ,LOTTE
대동중 야구부 해체한다네  ,LOTTE
우리 내년에도 가을야구 못하면 암흑기 기록 깨는거네 ,LOTTE
돡  너네 윤동희 보내고 하주석 싸트로 받아온다는게 사실 ,LOTTE
접 발목골절 당하면 하루가  년 같네요,LOTTE
   기아 불펜 뎁스,LOTTE
오늘 대구  호선 하양연장 개통식      ,LOTTE
분탕치기좋은갤 없냐,LOTTE
바닥찍을놈들은 다 바닥찍어서 나빠질게 없긴함,LOTTE
양평 부전역     개통,LOTTE
   원중이 시발년아 왜 비시즌마다 광주에 있냐,LOTTE
그래도 내년에는 좀더 잘하지 않겠나 시발,LOTTE
부정선거충들이 존나 싫음,LOTTE
칩  킁갑은 구단에서 영결 해줄라고 했었음   ,LOTTE
아임다,LOTTE
오늘 부산에 켐트레엘 뭐노,LOTTE
강남이 살뺐데     ,LOTTE
타  누가봐도 꼴은 칰 친구임,LOTTE
내년엔 박승욱 수납하고 천재유격수 한태양 키우자,LOTTE
일단 올려보자,LOTTE
꼴붕이 궁금한 거 있다,LOTTE
어저미 마지막 코시진출이   년이냐 ,LOTTE
갸  우리는 로제 아파튼데 꼴데는    윤수일 아파트,LOTTE
로떼의 박승욱 안타안타  ,LOTTE
동현이 존나 잘생겼네,LOTTE
초딩교사가 제자 성폭행,LOTTE
정보 거지는   년에 코시진출 한적이 있다,LOTTE
갸  꼴데 마지막우승 서태지와아그들 데뷔     ,LOTTE
여기 야알못 개많네,LOTTE
진짜 성민규 존나 밉다,LOTTE
박세웅은 구위도 좋은데 왜 이렇게 볼질 하는거임 ,LOTTE
이거 심재학아니가  ,LOTTE
똥차    ,LOTTE
섹스할태 가시나들 등이뒤로휘는 이유가뭐냐,LOTTE
타  갤러리에서 찾은건데 누구냐  ,LOTTE
    년 가장 기억에 남는 인터넷 이슈는 ,LOTTE
아니     개새끼들아,LOTTE
칩  너네 신인 선수들 지금 뭐하냐 ,LOTTE
치어리더들은 누구랑 사귀냐,LOTTE
  유입인데 이번 시즌도 기대가 안 되네   ,LOTTE
야구는 감독  역량이 몇  라고 보냐,LOTTE
손흥민 원더골 안터졌으면 연장갈 뻔,LOTTE
현역 연예인중 시대의 아이콘    ,LOTTE
대흥민 이새끼는 뮌헨가면 우승하겠노,LOTTE
쥐  오늘 부산 볼만한곳 추천좀 부탁해유,LOTTE
젖제로투  윈터닮은   뭐가 더 낫냐,LOTTE
  대   명 중  명은 결혼 안했다   대 남성 절반은 미혼,LOTTE
제로투 쟤는 광고로만 한  년 뛰지 않았냐 ,LOTTE
이호준이 기대된다,LOTTE
정철원   시즌 성적 내주면 마무리 전환하냐,LOTTE
에스파     넘사      아이브 르세라핌 뉴진스 잡돌,LOTTE
조상우  라 라  억이면 안지르고 므했노,LOTTE
수학좀 하는 애 있냐  고  수학 입니다 ,LOTTE
에스파     넘사      아이브 르세라핌 뉴진스 잡돌,LOTTE
뻘중이는 팡주고향집가면 존나 싸돌아다니나봄     ,LOTTE
꼴붕이 박준우랑 통화해봤다,LOTTE
내년에는 홍어보다 위에 있었으면 좋겠다,LOTTE
 시에서 김원중봄,LOTTE
박승욱은  년   억이 적정가인듯,LOTTE
올시즌 홍어가 우승한건 이새끼덕임,LOTTE
   재배하는 전남친  ,LOTTE
커피 조용하게 최원태 오퍼한거보면,LOTTE
근데 나라가 좆된게 반도체도 생산라인 거의멈춤,LOTTE
이 병신팀은 투수를 왜케 못키움,LOTTE
김태형 명장판단은 이걸로 충분함,LOTTE
홍찬호 영입시 보게될 광경,LOTTE
김태형 이 사람이 진짜 보자보자하니까  ,LOTTE
튼리타들은 내년시즌 시작전까진 닥치고 있어라,LOTTE
야심한 새벽 야짤 달린다,LOTTE
튼리타 나대는거보면 내년에   위 확정,LOTTE
내년은  한화가  위 정도 했으면 좋겠다,LOTTE
꼴런트 필독,LOTTE
치어리더 발냄새 존나 나겠지  ,LOTTE
이동국딸,LOTTE
칰    개 구단중에 꼴데팬이 제일 멍청한거 같음,LOTTE
네일아트 가린건 한결 같노,LOTTE
윤동희 이사진 왜이리 오징어마냥나왔냐,LOTTE
돡  이승엽 야수 못키워서 전멸이고  김상진이 키운 투수로 버티는데,LOTTE
칩이 홍어보다 쎈거 맞음   나만 홍어가 더쌔보임  ,LOTTE
나라  댄거임 ,LOTTE
김주찬 또 그짝 갔냐    ,LOTTE
에스파     넘사      아이브 르세라핌 뉴진스 잡돌,LOTTE
      ,LOTTE
에스파     넘사      아이브 르세라핌 뉴진스 잡돌,LOTTE
지금   는     년대 한화느낌남,LOTTE
겆  우리 현승이 너네 전미르랑 같이 있는 영상 뭐임 ,LOTTE
    년 가장 기억에 남는 인터넷 이슈는 ,LOTTE
타  느그 김민석 응원가 이제 누가쓰냐,LOTTE
똥칰은 일반인들한테 이미지세탁 왜 되어있냐 ,LOTTE
 디시미터      최고 비호감팀 투표결과,LOTTE
야짤 뿌리면 갤 살아남 ,LOTTE
자기들 키워준 대표 쓰레기로 낙인찍히게 만들어놓고,LOTTE
윤동희티빙투표  등한거 진짜임 ,LOTTE
오늘부터 개진스 안빨거임,LOTTE
니네가     최고 비호감팀 이래       ,LOTTE
자티비 농구영상 왜 내린거임 ,LOTTE
   타이거즈 조상우,LOTTE
부산사나이    ,LOTTE
용병  인 어느 팀이 가장 좋아보임 ,LOTTE
  시즌 뉴비 유니폼 구매한거 핑까점  ,LOTTE
유니폼 할인땜에 되팔램 존나 생기겠네   ,LOTTE
조상우 저정도면 우리가 샀으면 안됨 ,LOTTE
홍  내년엔 코시연습 상대해준거 은혜갚으려고했는데   ,LOTTE
튼돈 예쁨 받고싶대,LOTTE
기장군  달성군  어디가 더크냐,LOTTE
부산 먹여 살리는 직업은,LOTTE
연예인     신고   이거    웃기지 않음  ,LOTTE
뭐하다 셀캡이 이렇게 찼지,LOTTE
 디시미터      최고 비호감팀은 ,LOTTE
기장군     얘네는 부산 먹여살리는 동네임 ,LOTTE
님들   픽 거르고 노무현 지금 나왔으면 보수들도 뽑음 ,LOTTE
주스월드 라는 해외래퍼 솔직히 알면 손들어보셈   ,LOTTE
강서구    이새끼 혼자 부산 먹여살림,LOTTE
오래 최고의 걸그룹 노래는 슈퍼노바냐,LOTTE
갤마다보이는 몇백원 구걸충은 보이스피싱이다,LOTTE
꼴릿꼴릿 하츄핑 하츄핑 탈진섹스,LOTTE
우리회사 같은부서 여자대리 목나경이랑 개 똑같이 생김,LOTTE
꼴진스 지리네,LOTTE
윌커슨 스물 다섯이었으면 재계약함 ,LOTTE
어제 여친하고 질퍽한  했는데   했다고 막 우네,LOTTE
칰  그래도 우리가 홍어보단 확실히 낫지 ,LOTTE
진지하게 개여름에 어센틱이나 프페 입으면 개덥지않냐,LOTTE
김태현 인스타 스토리    ,LOTTE
어센틱 레플 재질 차이 심함 ,LOTTE
 차 전면으로 바꾼거 손해    보는듯,LOTTE
아이유   년 후     ,LOTTE
눈부심 테스트,LOTTE
갸 느그랑 우리틀드한데,LOTTE
조세진 배번 나왔음 ,LOTTE
하츄핑 테스트  ,LOTTE
내일 틀드하나뜨는데 난리날듯    ,LOTTE
차라리 키움처럼 야구를 하는게 낫다,LOTTE
부산아가씨들은 보통 이런 서울남자 좋아할까요 ,LOTTE
친일력 테스트,LOTTE
이거어따써야하는거냐,LOTTE
진짜 거지새끼들 심하네,LOTTE
거지네보니까 셀캡 진짜 손보긴해야할듯,LOTTE
    년 가장 기억에 남는 인터넷 이슈는 ,LOTTE
부산     올 시즌 우승각이더라,LOTTE
  ,LOTTE
일주일 전에 동창회가서 전여친 봤는데,LOTTE
김강현        타던데 금수저임 ,LOTTE
고닉 서은수랑 반고닉 보플아줌마   감 ,LOTTE
성민규 이 찢어죽일놈의 새끼,LOTTE
역대 대한민국 비상계엄령선포 역사 여기서 몇번 경험해봄 ,LOTTE
어센틱이랑 프페 많이 차이남 ,LOTTE
근데 부산사람으로써는 민주당 뽑느게 더 병신짓임,LOTTE
스벌 틀드 하나 더 있다는 거 우리 팀 같은데,LOTTE
역대 대한민국 비상계엄령선포 역사    ,LOTTE
역대 대한민국 계엄령선포 리스트    ,LOTTE
고닉 안지현이랑 포근보근해랑 동일인물 맞냐 ,LOTTE
개막  월   일임 ,LOTTE
기아타이거즈 조상우입니다,LOTTE
내일 트레이드 발표,LOTTE
인스타보다가 이거보고 기분 잡쳤다    ,LOTTE
  는 예전 한화느낌남,LOTTE
한화로 갈아탄다,LOTTE
부산사나이 박정태 문재인,LOTTE
넷플 볼거없으면 이거봐라,LOTTE
티니핑이 뭔가 싶었는데 만화였노 ,LOTTE
아이유     미국 반응 드디어 떴다     ,LOTTE
이 기사 뭐냐   ,LOTTE
군대제일좆같을때,LOTTE
상진이형 인터뷰 떴다,LOTTE
카투사 가고싶다 시발,LOTTE
사관학교 생도들이  자퇴하는 이유,LOTTE
군바리 때 취사병 하니까 확실히 요리감이 생김    ,LOTTE
김성민 롯데행,LOTTE
아나운서 스타킹 각선미 못참겠다 시,LOTTE
해군   가려면 뭐 해야하냐 ,LOTTE
포근보근해 군대가서 개쳐맞았으면 좋겠으면 개추      ,LOTTE
이재명    윤석열 누가 더 먼저 전국적으로 유명해짐 ,LOTTE
포근이 군지 왤케 빨리함   ,LOTTE
돈에관심없다는애들은 돈에 미쳐있는거임,LOTTE
니코틴패치 처방 받아서 들어가면,LOTTE
최원태 관심없다  있었음  하주석 관심없다 ,LOTTE
군입대 전 생각 많이 나네,LOTTE
아 시발 공군 가기 존나 빡세네,LOTTE
홍도영이 강백호 김혜성 노시환급으로 올라왔냐 ,LOTTE
포근아 훈련소 꿀팁줌,LOTTE
나 입대할때 돌핀 시계 하나 차고 들어갔는데  ,LOTTE
시계는 지샥 주문했음,LOTTE
그래도 오랜만에 꼴갤에서 야구 얘기 하네,LOTTE
난 그냥 입대할때 시계만 차고감,LOTTE
손호영    얘는 상수 자원 맞음 ,LOTTE
     엑스포 개최지 사우디 리야드,LOTTE
성민규 언급좀 하지마라,LOTTE
서읍읍이 나가리만 안됐어도 숨통은 트일텐데,LOTTE
    년 가장 기억에 남는 인터넷 이슈는 ,LOTTE
       ,LOTTE
그냥 광주는 야구팜이 좋음,LOTTE
   ,LOTTE
훈련소 무릎보호대 깔창 이런거,LOTTE
광주 애들 인구대비 야구 잘하는거 신기하네,LOTTE
커피 성멘 차이점은 이거 하나임,LOTTE
누가더 아까움 ,LOTTE
기아 롯데가 왜 격차가 벌어졌는지 이 한짤로 보여준다,LOTTE
아이유 소격동    지드래곤 쿠데타 뭐가 더 명곡이냐 ,LOTTE
꼴  내년 광주 홍어전때 이거 입고 가면 총 맞을려나  ,LOTTE
누가 원정유니폼 네이비버리고 바다니폼처럼 하늘색으로 바꿔달라해봐,LOTTE
미국에 안우진 못팔 것 같으면 크보 내에서 팔아재낄듯  ,LOTTE
홍어  년전인가 분명 망한팀이었는데,LOTTE
   하이존 조정함 ,LOTTE
이 분은 대체 왜 욕먹은 거냐 ,LOTTE
젖으로 박수치는 처자          ,LOTTE
아 야구보고싶다,LOTTE
틀딱들    에 신고하는거 개웃기네    ,LOTTE
비밀지켜주셈,LOTTE
성민규가 손승락 버린 이유는 여기 나와있네,LOTTE
   조정 걍 안했으면 좋겠는데   ,LOTTE
미워도 개꼴데엔 웅이만한 애가 없다,LOTTE
부산 더현대 없음 ,LOTTE
좆세웅 올해는 진짜 재앙 그자체였음,LOTTE
배고플 때 싸이버거 세트  개 먹는다    못먹는다,LOTTE
손승락잡았어야지   들 홍네  군육성 좋아진게 손승락 작품인대,LOTTE
박세웅 올시즌 졸라 못했는데      나 되냐 ,LOTTE
박준혁 씨발새꺄,LOTTE
근데 허구라는 시발 무슨    조정을 저따구로 했냐,LOTTE
홍  짭   딸 틀드라는 소리가 있던데,LOTTE
치어들은   비시즌에는 남친과 사랑많이하냐,LOTTE
내년 너희팀  군 엔트리 짜봤는데 평가 좀,LOTTE
존나 슬픈일이지 팬들조차도 포기한팀,LOTTE
병신아 야구에 집중해라,LOTTE
최준용 수술은 정확히 어떤거임 ,LOTTE
아버지 산소 간다는 게이 보거라    ,LOTTE
니네는 왜 야구장 안만들어 ,LOTTE
심재민은 복귀 언제쯤 되려나,LOTTE
현승이 못먹을거면  라에서  라까지 태우고 델고와라,LOTTE
야중사  지금 마킹 맡기면   주 걸린다고함,LOTTE
아버지 산소를 가야하는데 뭐 좀 물어본다,LOTTE
조상우나가고 김혜성메이저가면,LOTTE
최지만 박효준 한국와서 군대갔다오면 받아주는팀이있을까,LOTTE
솔직히 홍어네 망주만 받아와도 가을야구는 할것 같은데,LOTTE
근데 내년엔 꼴데 우승차례아님 ,LOTTE
지금 우리가 제일 하지말아야할게 지명권팔아먹는거임,LOTTE
갸뽕 차오르는 꼴붕이들은 개추,LOTTE
지명권  라운드면 웬만한 선수 틀드로 가져올 수 있는거임 ,LOTTE
솔직히 칰은 깔고 갈듯,LOTTE
통갤 화력지원좀   ,LOTTE
    년 가장 기억에 남는 인터넷 이슈는 ,LOTTE
겆이가 팔았다는건 뭔가 있다는거아니냐 ,LOTTE
콱 콱붕이중에 꾸준히 부산에대해 물어보는애 있자나,LOTTE
칰 내년  강은 홍칰쥐칩으로 굳어진듯,LOTTE
네이버 기사에    하향조정에 관한 기사 있던데,LOTTE
느그 한달에 보험 얼마 냄 ,LOTTE
이거 누굴까,LOTTE
홍어  라가  라냐 우승팀인데   ,LOTTE
근데 홍어 댑스 원래 병신 아니였냐 ,LOTTE
와 편의점 딸딸이 끌고 나갔다가 발가락 터지는 줄,LOTTE
꼴데 최원태 관심없다면서 오퍼는 했네  ,LOTTE
홍이 내준   순위 유망주,LOTTE
국밥이 아무리 비싸졌더라도 햄버거가 혜자는 아니지않냐,LOTTE
근데 너희 내년  선발 누구임 ,LOTTE
  니네 내년에 짭 사는거 맞지 ,LOTTE
솔직히 이 분 그리우면 개추     ,LOTTE
최준용한테 안지현은  어떤 사이냐,LOTTE
홍종표 윤도현 둘 중 하나는 데려와야한다,LOTTE
틀드메물 홍어네가 제일 좋은거임 ,LOTTE
박효준 크보오면 드랩 몇라급임  ,LOTTE
홍어네 윤도현 트레이드 불가냐 ,LOTTE
순혈 왕조 대결,LOTTE
쪽본꼴데리아  왜 망한  냐,LOTTE
근데 조상우가 잘하긴함   ,LOTTE
    가 내년부터 제작 안하는거 맞음 ,LOTTE
롯데 기아 사이는 이거임,LOTTE
조상우 트레이드 롯데도 참전했었다     ,LOTTE
홍어는 윈나우 달리려고 하나보네,LOTTE
피떡들 또 여론주작하네,LOTTE
고승민 내년   번   이야 ,LOTTE
롯데리아도 또 뉴스나오는중,LOTTE
타  너네도  위한거 있어서 갖고옴,LOTTE
김종국   살중에선 상위 퍼 이내 몸아님  ,LOTTE
국대유니폼 홈  원정 뭐가 더 이쁜거같음 투표     ,LOTTE
조상우  년써도 홍어는 큰손해는 아니네,LOTTE
니네 모기업 망했냐,LOTTE
틀드 겆이 이득 아니냐,LOTTE
그런데 포수난 포수난 이러는데,LOTTE
기아 이득 인줄알앗는데,LOTTE
돼호는 본인위주 컨탠츠는 조회수안습이네,LOTTE
성민규 이 죽일놈의새끼,LOTTE
내가 응원한 팀중에 꼴데만 우승이랑 인연이 없음,LOTTE
 차지명 부활시키고 드랩은 로또형식으로 해야 안저러지,LOTTE
키움이 각잡고 우승하면 구단 팔아넘기는 해일듯    ,LOTTE
오늘 황성빈 생일이었나,LOTTE
이번 코시로 롯데 기아팬 사이 훈훈해졌지,LOTTE
키움은 저건 탱킹도 아님 가성비에 너무 치우쳐있음   ,LOTTE
팩트는 대놓고 탱킹하는 팀이랑 엄대엄 찍음,LOTTE
구승민만 안샀어도 조상우 사는건데,LOTTE
타 니네 꼴데야 부산복방에이스가 업보 많이 쌓는듯,LOTTE
내가 응원하는팀들은 다 우승이랑 거리가 머네   ,LOTTE
    년 가장 기억에 남는 인터넷 이슈는 ,LOTTE
근데 키움 너무 대놓고 탱킹인데   ,LOTTE
대구냄비들은 부산남자 환상  있냐  ,LOTTE
거지네 저러는거 키움에서 아무말도 안하나보네,LOTTE
투표하는것만봐도 대구새끼들은 부산을 본받아야함,LOTTE
부산애들아 대구애들 좀 본받아라,LOTTE
어저미 저지능 저학력,LOTTE
박효준 병역기피자 명단 등재    ,LOTTE
성골 조국행님 감옥소드감 ,LOTTE
대구는 근본 부산은 버러지,LOTTE
사직구장에서 어저미 냄새남,LOTTE
  ,LOTTE
앞으로 이재명 안뽑으면 롯데팬 취급 안할란다,LOTTE
요즘 붕어빵 비싸네,LOTTE
  니네 강민호땜에 우리 응원했다며 ,LOTTE
근데 겆이 남는 장사 아닌가 ,LOTTE
이 팀   로 투수 사서 재미본적없지않냐 ,LOTTE
노진혁도 풀타임으로 유격수뛰면 박승욱보다 수비못할거같은데,LOTTE
드래프트  차는 추첨제로 바꿔야  ,LOTTE
겆 큠현승 갓맙다       ,LOTTE
안우진 풀려도 학폭감안하고 데려갈팀있긴함 ,LOTTE
아파트 아파트처럼 엘롯기  엘롯기  쳐부르네,LOTTE
아니 지명권 트레이드는 못하게 좀 막아라,LOTTE
광주 홍어전때 이거 입고 직관가면 총 맞을려나  ,LOTTE
근데 좆크보에서 저런 거지식 리빌딩이 통하려나,LOTTE
거지네는 진짜 자팀선수 다 팔아서 돈 모으노    ,LOTTE
칰우승    꼴우승 머가 더 빠름 ,LOTTE
이정도면 노진혁살수잇냐 ,LOTTE
이거 왼쪽에서  번째 누구냐 ,LOTTE
민주당의 패악이 도가 지나치네,LOTTE
요즘 이분 너무 그립지 않냐,LOTTE
와근데 엘롯기 중에 꼴데만 제외하고,LOTTE
성민규 없었던 시절에는 갤 정상적이었나  ,LOTTE
형들아 과팅나가서 썸녀생겻는데,LOTTE
윤동희로 안우진 데려오려면             라 다 줘야됨,LOTTE
그래도 갤에 성단장 얘기 나오니까 좋네,LOTTE
본격 부산와서 낙지 먹고싶어지는 짤    ,LOTTE
   는 참 투명한게 맨날 지 욕하면,LOTTE
영결논란있는 선수는 오지환 전준우   ,LOTTE
홍  너네팀은 언제 윈나우 함 ,LOTTE
윤성빈이 딱 포텐 조상우아님 ,LOTTE
안우진이랑 지명권 윤동희 안해줄려나,LOTTE
노운현 데려오면 안되냐 ,LOTTE
와 진짜 감기    독하네 다행히 코로나는아님,LOTTE
나만 성민규 다른거보다 드랲이 젤 좆같았냐   ,LOTTE
성민규 어차피 엡스타인 밑에 갈던데,LOTTE
에스파     넘사      아이브 르세라핌 뉴진스 잡돌,LOTTE
전준우 지 별명 전발놈인거 알지 ,LOTTE
  ,LOTTE
  ,LOTTE
그래도 다시오면 환영해줄거면 개추   ,LOTTE
    년 가장 기억에 남는 인터넷 이슈는 ,LOTTE
이재명대통령 상법 개정안  토론회 민생 경제 행보 고삐,LOTTE
성빈이 보고싶다,LOTTE
근데 홍어는 왜 마무리산거냐 ,LOTTE
유희관희유에 홍성흔 출연,LOTTE
롯데라는 메리트도 사라짐 부산은 이미 촌으로,LOTTE
전준우가 박한이보다 더 레전드 아니냐,LOTTE
타팀에서 터진애들 우리팀와도 텨졌을까 ,LOTTE
  시즌에 겆이 탈꼴할 것 같냐 ,LOTTE
성민규 솔직히 일은못해,LOTTE
재학이 일잘하노,LOTTE
꼴데라는팀이 선수들 고려대상에 없는거 아니야 ,LOTTE
성민규가 드래프트  병 신인 이유,LOTTE
성민규 솔직히 계속 놔뒀어야했음,LOTTE
  년 박정태가 그렇게 잘했음  ,LOTTE
꼴무원 완전체가 되니 참 그어떤기대가,LOTTE
홍종표가 지금 저점매수 기회다,LOTTE
진짜 거지네는 선수 빨면 안되겠다  ,LOTTE
겆 나승엽 김성민 김재현    ,LOTTE
진짜    강정호는 뭐냐,LOTTE
조상우 김도영 나성범 최형우 애드덤 정해영    ,LOTTE
거지 김성민은 안파나,LOTTE
조상우 홍어틀드는  라전체   번이라 가능한거지,LOTTE
키움이 버린 투수   하향곡선 타는 투수,LOTTE
사회초년생 중고차 첫차로 뭐가제일낫냐 ,LOTTE
우리는 불펜 보강 안하나 ,LOTTE
지금 샐캡이 꽉차있어서 뭐할수가없어요,LOTTE
 라주고 조상우 데려온다했으면 개지랄떨었을거면서,LOTTE
      라     라 다주고 안우진 틀드해라,LOTTE
  시즌 불펜      순위,LOTTE
성민규 드랩 잘했다는것도 개소리아님 ,LOTTE
느낌이 커피씨발년 문성현 사오고 전력보강해줬다 이지랄할듯,LOTTE
커피   최원태 경쟁에서 짐  조상우 경쟁에서 짐,LOTTE
조상우 경쟁했다는 지방  팀 우리랑 칩인가 본데,LOTTE
하주석은 지금이 딱 반등할 적기임,LOTTE
여자들도 굵은 쥬지맛보면 소추남자랑 하면 못느끼냐  ,LOTTE
커피새끼는 뭐하냐 대체,LOTTE
윤동희  번만 안썼어도  할 푼은 쳤음,LOTTE
   조세진    홍종표,LOTTE
겆 탑데 회장님께 한 말씀 올립니다 ,LOTTE
거지 저래놓고 가을 올라가면 내가 더 빡칠거 같은데  ,LOTTE
홍  홍종표는 외야 백엊만 줘도 된다,LOTTE
시발 홍어는 지명권  장으로 조상우를 데려오는데,LOTTE
홍  짭데려가면 니네팀 미래,LOTTE
하주석 사트    홍종표 트레이드,LOTTE
칰 야이 새키들아 하주석 사트 노릴거면,LOTTE
그래도 지금 포수난 해결된거맞지 ,LOTTE
주승우     라 한태양이라는데,LOTTE
홍종표 이민석 트레이드 해보자,LOTTE
나       인데 배에 식스펙 보이긴 함,LOTTE
 루에 짭찬 타석에 딸배,LOTTE
    년 가장 기억에 남는 인터넷 이슈는 ,LOTTE
박찬호  면 대깨반이였는데  면 말 달라지지,LOTTE
성멘 화룡점정,LOTTE
박찬호오면 황성빈이랑 붙여보고싶네,LOTTE
걍 전민재 한탕옵키워 시발 또 쓸데없는거 살생각말고   ,LOTTE
꼴찬호 쓸생각에 벌써 싱글벙글 설렌다,LOTTE
근데 조상우 군지전 그 언터쳐블아니지않냐,LOTTE
조상우틀드로 박찬호  등급되네,LOTTE
윤석열 엿먹이는 주한미군,LOTTE
수영강사하면 이쁜 유부녀 많이 만나냐,LOTTE
성멘이였음 안우진 조상우 트레이드로 데려왔을텐데,LOTTE
근데 확실히 홍어는 팬들 눈치 좆도 안보는듯,LOTTE
뭔가 우리도 틀드하긴하겠네,LOTTE
손호영 플루크 같냐 터진거 같냐,LOTTE
주승우라도 못데려오냐 ,LOTTE
우강훈 손호영 틀드는 튼동이 잘한거 맞지 ,LOTTE
키움에   억       라운드주고 안우진 데려와라,LOTTE
이팀은 팬이 문제다 시발거 거지네 처럼 했으면 삭발쇼에,LOTTE
손호영 누구랑 바꿨었지  ,LOTTE
우리나라 부정선거 가능성 몇퍼냐,LOTTE
보면 팬질을 구단한테 좋은 쪽으로 하는 새키들이 존나 많음,LOTTE
친구한테 하얼빈 영화 스포당함,LOTTE
조상우면 김도영은 받아올 수 있었을텐데,LOTTE
부정선거가 없다고   ,LOTTE
진해수가  라운드였나,LOTTE
성민규 진지하게 재평가각 아니냐 ,LOTTE
내년 홍어 우승확률    거지 꼴찌 탈출 확률 뭐가 더 높다고봄 ,LOTTE
성민규전단장님이 보스턴 단장으로 가면,LOTTE
조상우 저 트레이드 키움이 손해아님 ,LOTTE
야구부장 조상우 경쟁에 지방  팀 더 있었다,LOTTE
홍어 저거는 조상우 연장 안하면 걍 개이득 트레이드 아니냐,LOTTE
류현진      인기는 최강야구 덕분 ,LOTTE
우린 왜 저런 틀드 못하냐  능력없냐 ,LOTTE
롯데 치어리더 다 벗겨놓고 ,LOTTE
키움 송성문 뽀록나기전에 팔고싶어할거같은디,LOTTE
겆네 이정후 김혜성 김하성도 박병호처럼 타팀 갈까,LOTTE
내년도 출범식 안하냐 ,LOTTE
리코  박찬호 선수관련 샐캡이 부담되시면 디퍼계약 어떠신가요 ,LOTTE
개꼴데 이새끼들은 최원태 제시했다 까였으면서   ,LOTTE
내년우승은 칰이네,LOTTE
박찬호   황성빈   진행중,LOTTE
이팀은 리코 단골인데 할인 안해주냐,LOTTE
박찬호 안된다니까   로 샐캡 터진다고 어그로    끌리네,LOTTE
류현진도 하는 게임,LOTTE
박찬호도 리코임    아 이팀 또 큰 사기 당하겠구나,LOTTE
곽도규 전상현 최지민 정해영 조상우   ,LOTTE
롯찬호 확정         년에 우승 노려보자,LOTTE
박찬호 황성빈 테이블세터면,LOTTE
성단장님 있었으면 내년 대권노렸음,LOTTE
부산에 수산회사 세우면 되지,LOTTE
유리몸 박찬호   억에 사서 또 리코한테 당하겠네 등신팀,LOTTE
    년 가장 기억에 남는 인터넷 이슈는 ,LOTTE
홍찬호 사실상 타팀이적 확정이네,LOTTE
꼴찬호 확정이네,LOTTE
내년 신인드래프트 전부 겆주고 안우진 안되냐 ,LOTTE
롯데리아 먹고싶네 오랜만에,LOTTE
반역의 땅 경상도,LOTTE
짭찬  등급 될거같네,LOTTE
정떡이나 돌리자,LOTTE
     아쉬운 투수들    ,LOTTE
김도영 와꾸가 이렇게 생겼으면 인기 더 많았겠지 ,LOTTE
키움히어로즈 해체 드래프트 결과입니다,LOTTE
내년 똥칰 미래면 개추   ,LOTTE
겆 최근에     억 썼네    ,LOTTE
이강준도  라에   억정도 주면 다시 사올수있냐 ,LOTTE
내년에 우승은 한화네,LOTTE
크보 수익 구조가 겆이네 같은 구단을 만든거,LOTTE
어디 똥칰따위가 키움이랑 비비고 있노    ,LOTTE
겆 이강준 갓맙다       ,LOTTE
왜 우리는 새 장난감 더 못데려오냐,LOTTE
겆    억 받았다고 비웃지 마라 ,LOTTE
근데 부산 기업유치 안한다고 지랄을하는데  ,LOTTE
이번에 리코 찍혀도 단단히 찍힌듯  ,LOTTE
   엘꼴같은야구 한번더보고싶다,LOTTE
박병호 콱에 팔려갔을때 거지는 이미 프로팀 명분이 없음,LOTTE
겆 틀드 역사를 이 팀에 비유해보면 이거임  장문 ,LOTTE
저러니까 압도적으로 고딩들이 키움 지명을 선호함,LOTTE
홍 새끼들 마음에 드는거 하나,LOTTE
이정도면 키움은 공식 유치원으로 지정해야하는거 아니냐 ,LOTTE
아직 한발남았다 ,LOTTE
문동주 성격웃기네 조용한줄,LOTTE
김상진 투수코치님 썸타임즈 영상 떴다        ,LOTTE
우리는 뭐 없나  ,LOTTE
  시즌 불펜     순위    ,LOTTE
전국 롯데건설 현장 작업중단           ,LOTTE
접 하트는 메이저 갈라고 계약안하고 간거임 ,LOTTE
메이저 감독들도 다 올드스쿨이다 돼장 꼴감 가능하다,LOTTE
이대호가 포크볼 치는법 얘기하는게 개웃긴데,LOTTE
홍어 필승조 조상우 전상현 곽도규 최지민       ,LOTTE
접데도 영결 절대 나오기 힘들지 않냐    ,LOTTE
이제 여기서 한화가 아니라 키움으로 바꿔야할듯,LOTTE
우리 투망주 누구있냐 ,LOTTE
영구결번 절대 나올수 없는팀,LOTTE
거지는 근데 존나웃긴게,LOTTE
키움 팀 분위기 궁금하노,LOTTE
이러다가 향후   년 우승 꿈도못꾸는거 아님 ,LOTTE
